longitude,latitude,housing_median_age,total_bedrooms,population,median_income,Ocean,Inland,Island,Near_Bay,Near_Ocean,city
-118.29,33.89,33.0,567.0,1072.0,2.7428,1,0,0,0,0,60
-121.64,39.11,18.0,542.0,1817.0,3.3793,0,1,0,0,0,214
-119.81,36.72,46.0,268.0,902.0,1.5833,0,1,0,0,0,57
-117.7,33.56,2.0,305.0,703.0,6.9343,1,0,0,0,0,81
-120.62,35.12,22.0,294.0,768.0,2.655,1,0,0,0,0,164
-122.55,37.59,31.0,245.0,598.0,4.1827,0,0,0,0,1,123
-117.19,33.18,7.0,722.0,1921.0,4.1128,1,0,0,0,0,165
-117.06,32.63,37.0,234.0,612.0,4.125,0,0,0,0,1,27
-117.9,34.12,35.0,194.0,804.0,3.3322,1,0,0,0,0,5
-118.44,34.3,38.0,314.0,1181.0,3.4,1,0,0,0,0,173
-121.03,37.68,20.0,625.0,2016.0,2.6567,0,1,0,0,0,103
-118.15,34.2,37.0,361.0,1037.0,3.7932,0,1,0,0,0,128
-120.99,37.67,16.0,124.0,307.0,2.1518,0,1,0,0,0,103
-118.31,33.73,52.0,287.0,692.0,4.1812,0,0,0,0,1,139
-122.55,38.03,29.0,1169.0,3063.0,6.0902,0,0,0,1,0,168
-122.68,38.46,15.0,406.0,718.0,2.3929,1,0,0,0,0,178
-119.02,35.42,40.0,439.0,1015.0,1.4598,0,1,0,0,0,6
-118.46,34.02,46.0,502.0,1225.0,6.0436,1,0,0,0,0,176
-118.46,33.97,18.0,2473.0,3408.0,6.1726,1,0,0,0,0,176
-116.92,32.86,11.0,518.0,1472.0,2.3693,1,0,0,0,0,179
-121.39,38.59,34.0,234.0,563.0,2.8,0,1,0,0,0,151
-119.79,34.43,26.0,563.0,2089.0,5.1615,0,0,0,0,1,171
-117.66,34.04,16.0,348.0,1332.0,4.7872,0,1,0,0,0,120
-121.4,39.33,15.0,493.0,1200.0,3.5179,0,1,0,0,0,214
-122.27,37.77,23.0,1270.0,2690.0,4.7695,0,0,0,1,0,0
-118.35,33.91,19.0,559.0,1282.0,2.7813,1,0,0,0,0,65
-121.6,37.09,24.0,318.0,1052.0,3.625,1,0,0,0,0,61
-121.97,37.28,25.0,695.0,1995.0,6.6437,1,0,0,0,0,19
-120.09,37.0,11.0,675.0,2374.0,3.4598,0,1,0,0,0,93
-122.04,36.97,30.0,424.0,1098.0,5.3972,0,0,0,0,1,174
-121.42,37.74,35.0,132.0,313.0,3.15,0,1,0,0,0,192
-118.43,34.24,35.0,261.0,995.0,3.7143,1,0,0,0,0,16
-121.8,37.26,16.0,285.0,995.0,5.9053,1,0,0,0,0,161
-121.99,37.36,33.0,644.0,1469.0,3.2048,1,0,0,0,0,172
-121.01,37.33,17.0,410.0,1054.0,1.6214,0,1,0,0,0,194
-118.34,33.86,36.0,360.0,1162.0,5.259,1,0,0,0,0,191
-117.96,34.14,27.0,542.0,1328.0,2.5275,0,1,0,0,0,104
-117.69,33.52,3.0,1444.0,3214.0,4.538,1,0,0,0,0,81
-122.23,37.46,26.0,1039.0,2103.0,4.4167,0,0,0,0,1,143
-122.07,37.58,16.0,338.0,1461.0,5.225,0,0,0,1,0,196
-119.8,36.82,24.0,1005.0,2010.0,3.4542,0,1,0,0,0,57
-118.26,33.78,21.0,706.0,2265.0,1.9923,0,0,0,0,1,21
-118.42,33.92,25.0,852.0,1524.0,3.8086,1,0,0,0,0,94
-120.8,37.61,30.0,154.0,469.0,3.9688,0,1,0,0,0,194
-117.34,34.13,29.0,286.0,991.0,2.125,0,1,0,0,0,144
-120.45,34.66,7.0,504.0,1462.0,4.7875,0,0,0,0,1,88
-118.18,33.8,42.0,621.0,2114.0,2.0579,0,0,0,0,1,89
-118.46,34.07,43.0,456.0,808.0,6.7703,1,0,0,0,0,13
-118.43,34.15,42.0,214.0,459.0,7.672,1,0,0,0,0,13
-117.23,33.89,5.0,2031.0,6686.0,4.1953,0,1,0,0,0,110
-117.88,33.73,33.0,594.0,3232.0,3.2037,1,0,0,0,0,170
-117.11,32.69,37.0,627.0,2489.0,1.5933,0,0,0,0,1,113
-122.04,38.24,30.0,456.0,1005.0,1.9954,0,1,0,0,0,51
-118.45,34.14,33.0,274.0,588.0,7.9625,1,0,0,0,0,13
-121.8,37.7,22.0,943.0,2474.0,4.7361,0,1,0,0,0,86
-118.31,34.08,23.0,521.0,1264.0,2.7543,1,0,0,0,0,208
-121.3,38.66,28.0,550.0,1546.0,4.2188,0,1,0,0,0,150
-122.52,37.93,34.0,502.0,1219.0,5.0779,0,0,0,1,0,168
-118.01,33.79,30.0,403.0,1277.0,5.4372,1,0,0,0,0,186
-122.26,37.77,52.0,371.0,663.0,4.226,0,0,0,1,0,0
-122.27,37.43,33.0,223.0,629.0,15.0001,0,0,0,0,1,143
-119.36,36.21,25.0,259.0,804.0,1.3889,0,1,0,0,0,193
-118.28,34.1,44.0,585.0,1227.0,4.0602,1,0,0,0,0,109
-118.48,34.27,33.0,449.0,1303.0,4.9955,1,0,0,0,0,173
-117.06,32.7,12.0,737.0,3280.0,4.112,0,0,0,0,1,113
-117.08,32.73,36.0,218.0,619.0,3.6125,0,0,0,0,1,85
-118.13,33.83,44.0,333.0,786.0,4.2917,1,0,0,0,0,82
-122.05,37.94,22.0,1194.0,1804.0,2.5459,0,0,0,1,0,133
-121.33,38.04,15.0,280.0,965.0,4.6477,0,1,0,0,0,187
-121.94,38.27,35.0,2226.0,9879.0,2.5681,0,1,0,0,0,51
-122.1,37.39,36.0,367.0,794.0,5.0871,0,0,0,1,0,111
-122.32,37.91,34.0,647.0,1341.0,2.6399,0,0,0,1,0,145
-122.47,37.76,48.0,459.0,1179.0,4.4946,0,0,0,1,0,159
-121.42,37.71,7.0,1433.0,4189.0,4.3696,0,1,0,0,0,192
-121.02,37.68,25.0,588.0,1834.0,3.996,0,1,0,0,0,103
-122.11,37.7,23.0,461.0,828.0,2.1552,0,0,0,1,0,66
-117.82,33.64,18.0,260.0,808.0,9.8589,1,0,0,0,0,75
-118.33,34.01,43.0,564.0,956.0,2.0217,1,0,0,0,0,74
-118.41,34.25,19.0,84.0,483.0,1.95,1,0,0,0,0,16
-118.52,34.39,21.0,1275.0,3384.0,3.6625,1,0,0,0,0,173
-118.09,33.7,13.0,969.0,2261.0,5.883,0,0,0,0,1,181
-118.21,34.09,34.0,412.0,1678.0,2.7708,1,0,0,0,0,91
-118.26,34.12,52.0,520.0,1278.0,3.8393,1,0,0,0,0,62
-118.13,33.78,45.0,172.0,361.0,7.5,0,0,0,0,1,90
-117.65,33.48,6.0,188.0,572.0,13.0502,1,0,0,0,0,162
-121.89,37.33,6.0,552.0,1087.0,2.8798,1,0,0,0,0,161
-117.59,34.13,10.0,3915.0,9716.0,3.8505,0,1,0,0,0,138
-121.12,38.0,36.0,159.0,505.0,3.4265,0,1,0,0,0,187
-119.11,36.21,10.0,455.0,1469.0,1.5407,0,1,0,0,0,136
-122.2,37.78,39.0,399.0,1071.0,3.1167,0,0,0,1,0,0
-119.32,36.32,29.0,436.0,1142.0,3.6895,0,1,0,0,0,202
-118.08,33.77,26.0,806.0,960.0,1.9074,1,0,0,0,0,181
-118.41,34.0,30.0,934.0,3738.0,3.191,1,0,0,0,0,37
-118.54,34.19,33.0,453.0,1242.0,4.1319,1,0,0,0,0,13
-118.59,34.15,29.0,330.0,747.0,6.7694,1,0,0,0,0,176
-118.43,34.24,35.0,293.0,1112.0,4.4688,1,0,0,0,0,16
-122.46,37.72,52.0,406.0,1115.0,6.7228,0,0,0,0,1,40
-122.29,37.87,50.0,536.0,1129.0,2.6684,0,0,0,1,0,12
-118.09,34.11,36.0,527.0,1231.0,4.6442,1,0,0,0,0,160
-118.31,33.96,48.0,356.0,1020.0,4.0625,1,0,0,0,0,74
-118.59,34.23,17.0,1525.0,4459.0,3.0347,1,0,0,0,0,183
-117.64,33.61,14.0,810.0,3041.0,5.826,1,0,0,0,0,102
-118.15,33.97,33.0,469.0,1882.0,2.4071,1,0,0,0,0,9
-120.37,40.17,21.0,141.0,406.0,2.1198,0,1,0,0,0,25
-122.41,37.59,34.0,622.0,1717.0,6.2946,0,0,0,0,1,17
-117.87,33.78,21.0,573.0,1515.0,4.3039,1,0,0,0,0,121
-122.19,39.53,34.0,533.0,1287.0,2.165,0,1,0,0,0,25
-122.31,37.54,46.0,397.0,952.0,4.75,0,0,0,0,1,166
-117.22,32.87,14.0,807.0,1835.0,3.35,0,0,0,0,1,157
-119.32,36.3,15.0,571.0,1480.0,2.9698,0,1,0,0,0,202
-121.57,39.5,31.0,469.0,1073.0,1.5714,0,1,0,0,0,25
-118.19,34.12,44.0,324.0,1036.0,4.0417,1,0,0,0,0,128
-118.07,33.88,18.0,375.0,1303.0,6.1968,1,0,0,0,0,24
-121.9,37.26,20.0,661.0,2062.0,6.8088,1,0,0,0,0,19
-118.16,33.78,39.0,1085.0,2470.0,2.3317,0,0,0,0,1,89
-118.48,35.14,4.0,1657.0,4631.0,3.6949,0,1,0,0,0,6
-122.37,37.81,26.0,1045.0,4531.0,2.7909,0,0,0,1,0,159
-121.99,37.56,18.0,1005.0,2641.0,5.0,1,0,0,0,0,56
-118.07,34.11,41.0,563.0,1627.0,5.0736,1,0,0,0,0,190
-122.54,37.89,33.0,836.0,1907.0,6.1275,0,0,0,1,0,168
-118.21,33.89,42.0,370.0,1104.0,2.2125,1,0,0,0,0,31
-119.19,34.25,12.0,37.0,79.0,4.1667,0,0,0,0,1,200
-117.42,34.09,28.0,525.0,1750.0,4.1375,0,1,0,0,0,53
-121.99,37.96,16.0,479.0,1470.0,7.6166,0,1,0,0,0,32
-118.11,33.82,37.0,347.0,1095.0,4.3203,1,0,0,0,0,90
-121.81,37.28,17.0,428.0,1887.0,5.7078,1,0,0,0,0,161
-118.03,34.06,24.0,731.0,3818.0,2.5445,1,0,0,0,0,47
-117.25,33.7,10.0,941.0,2294.0,3.58,1,0,0,0,0,189
-122.27,37.88,37.0,682.0,1152.0,2.52,0,0,0,1,0,12
-121.46,38.55,52.0,648.0,1789.0,1.7616,0,1,0,0,0,151
-122.63,38.24,45.0,338.0,823.0,2.5179,1,0,0,0,0,129
-117.25,34.14,19.0,1229.0,2680.0,2.2482,0,1,0,0,0,69
-118.18,34.12,45.0,488.0,1569.0,4.21,1,0,0,0,0,128
-119.12,35.37,13.0,713.0,2170.0,4.8266,0,1,0,0,0,6
-122.44,37.73,43.0,684.0,1488.0,5.5622,0,0,0,1,0,159
-118.21,34.12,52.0,360.0,1127.0,3.4625,1,0,0,0,0,62
-117.05,32.8,16.0,378.0,574.0,3.0035,1,0,0,0,0,77
-117.23,32.81,24.0,508.0,1496.0,5.9359,0,0,0,0,1,157
-122.17,37.46,47.0,332.0,1044.0,9.459,0,0,0,1,0,99
-122.07,37.71,40.0,302.0,746.0,5.3015,0,0,0,1,0,66
-121.87,37.22,26.0,250.0,725.0,7.6933,1,0,0,0,0,19
-118.15,34.19,48.0,360.0,1126.0,3.2216,1,0,0,0,0,128
-117.46,33.94,26.0,620.0,2411.0,1.7059,0,1,0,0,0,147
-118.19,33.92,43.0,487.0,1732.0,3.0987,1,0,0,0,0,92
-121.78,37.31,7.0,328.0,1047.0,6.234,1,0,0,0,0,161
-119.79,34.45,24.0,433.0,1076.0,5.8635,0,0,0,0,1,171
-122.07,37.57,8.0,1407.0,5019.0,6.5615,0,0,0,1,0,196
-122.21,37.47,26.0,555.0,1966.0,3.0472,0,0,0,0,1,143
-118.19,34.12,46.0,820.0,2833.0,2.987,1,0,0,0,0,128
-117.94,34.15,33.0,144.0,421.0,4.4821,0,1,0,0,0,5
-122.03,37.36,16.0,803.0,1369.0,4.4699,1,0,0,0,0,188
-121.83,37.29,10.0,453.0,1356.0,4.5943,1,0,0,0,0,161
-122.27,37.9,42.0,274.0,645.0,5.6228,0,0,0,1,0,12
-118.22,34.09,40.0,282.0,970.0,1.875,1,0,0,0,0,91
-117.88,33.85,22.0,241.0,971.0,3.1667,1,0,0,0,0,132
-119.33,35.59,20.0,691.0,2645.0,1.7868,0,1,0,0,0,6
-117.95,33.88,34.0,355.0,817.0,3.6705,1,0,0,0,0,58
-118.04,33.92,35.0,522.0,2151.0,3.4219,1,0,0,0,0,78
-122.25,37.8,42.0,1065.0,1715.0,2.9345,0,0,0,1,0,118
-122.3,37.53,37.0,215.0,535.0,5.4351,0,0,0,0,1,11
-117.65,33.57,5.0,500.0,1185.0,4.3542,1,0,0,0,0,102
-121.47,38.57,50.0,968.0,1223.0,1.2041,0,1,0,0,0,151
-117.9,33.77,35.0,378.0,1726.0,3.9613,1,0,0,0,0,59
-117.19,33.53,6.0,18.0,43.0,3.475,1,0,0,0,0,189
-122.71,38.91,20.0,18.0,94.0,1.375,0,1,0,0,0,178
-117.14,33.94,5.0,639.0,1947.0,6.3223,0,1,0,0,0,110
-118.12,33.89,29.0,848.0,2030.0,2.5432,1,0,0,0,0,10
-117.25,33.19,18.0,306.0,830.0,4.5764,1,0,0,0,0,203
-117.25,33.93,8.0,1761.0,5804.0,4.2654,0,1,0,0,0,110
-118.15,34.07,44.0,383.0,1063.0,2.4348,1,0,0,0,0,108
-122.28,37.91,41.0,482.0,1053.0,5.828,0,0,0,1,0,12
-122.79,40.75,17.0,818.0,1352.0,2.125,0,1,0,0,0,140
-121.86,38.0,16.0,464.0,1504.0,5.25,0,1,0,0,0,131
-118.32,33.8,39.0,298.0,729.0,3.1648,1,0,0,0,0,191
-121.0,37.68,15.0,180.0,408.0,6.9682,0,1,0,0,0,103
-122.34,37.46,21.0,293.0,576.0,7.439,0,0,0,0,1,155
-118.47,34.01,27.0,471.0,837.0,3.7727,1,0,0,0,0,176
-117.98,33.81,18.0,878.0,2281.0,3.7201,1,0,0,0,0,186
-122.72,38.42,26.0,253.0,937.0,1.9458,1,0,0,0,0,178
-118.03,33.95,37.0,321.0,934.0,4.1471,1,0,0,0,0,211
-122.04,37.65,10.0,1326.0,3827.0,6.2579,0,0,0,1,0,66
-118.47,34.27,33.0,264.0,881.0,5.1408,1,0,0,0,0,173
-118.27,34.06,33.0,686.0,2013.0,1.9818,1,0,0,0,0,91
-117.64,34.12,18.0,534.0,1682.0,5.8407,0,1,0,0,0,197
-122.27,37.45,41.0,136.0,353.0,6.3824,0,0,0,0,1,143
-118.13,33.97,34.0,297.0,823.0,5.4042,1,0,0,0,0,9
-118.02,33.92,35.0,424.0,1312.0,3.7969,1,0,0,0,0,78
-118.3,33.83,33.0,660.0,1807.0,3.5473,1,0,0,0,0,21
-117.29,35.54,35.0,1636.0,3431.0,3.4145,0,1,0,0,0,146
-118.61,34.99,11.0,766.0,1539.0,3.8917,0,1,0,0,0,83
-118.11,34.17,46.0,592.0,1453.0,3.1115,0,1,0,0,0,128
-118.32,34.03,47.0,198.0,455.0,3.0132,1,0,0,0,0,37
-117.53,33.97,29.0,273.0,872.0,4.0833,0,1,0,0,0,33
-118.52,34.18,43.0,380.0,930.0,3.675,1,0,0,0,0,13
-117.21,33.13,19.0,596.0,912.0,3.775,0,0,0,0,1,165
-119.98,36.86,31.0,482.0,1933.0,3.0234,0,1,0,0,0,93
-124.01,40.97,21.0,319.0,943.0,3.538,1,0,0,0,0,50
-119.69,34.42,17.0,544.0,1325.0,1.2762,1,0,0,0,0,171
-118.03,33.82,17.0,346.0,770.0,5.6093,1,0,0,0,0,186
-118.14,34.57,6.0,1892.0,4892.0,3.7636,0,1,0,0,0,125
-118.04,33.71,12.0,868.0,1605.0,6.0102,1,0,0,0,0,210
-118.56,34.37,23.0,728.0,1984.0,4.8536,1,0,0,0,0,173
-119.53,36.61,33.0,170.0,730.0,1.5625,0,1,0,0,0,57
-122.21,37.78,47.0,248.0,753.0,2.625,0,0,0,1,0,0
-118.49,34.21,25.0,449.0,746.0,1.3565,1,0,0,0,0,16
-117.13,32.8,33.0,456.0,1263.0,4.5568,0,0,0,0,1,157
-122.04,36.98,33.0,125.0,385.0,6.7974,0,0,0,0,1,174
-118.23,34.66,25.0,387.0,1059.0,3.6382,0,1,0,0,0,83
-119.83,36.79,24.0,819.0,2098.0,1.9575,0,1,0,0,0,57
-117.62,33.42,27.0,412.0,597.0,3.1395,0,0,0,0,1,156
-122.03,37.61,33.0,302.0,831.0,5.097,0,0,0,1,0,196
-117.65,34.12,27.0,340.0,1071.0,6.5587,0,1,0,0,0,197
-118.38,33.88,34.0,315.0,822.0,5.0602,1,0,0,0,0,84
-117.96,33.73,22.0,455.0,1454.0,6.6324,1,0,0,0,0,55
-121.61,39.52,24.0,324.0,909.0,1.8661,0,1,0,0,0,25
-122.14,38.16,4.0,495.0,1497.0,5.3345,0,0,0,1,0,199
-118.02,34.1,36.0,361.0,1008.0,4.733,0,1,0,0,0,47
-117.07,32.61,10.0,414.0,1000.0,2.1765,0,0,0,0,1,27
-121.38,38.69,35.0,554.0,1460.0,2.6713,0,1,0,0,0,150
-116.98,32.86,16.0,1423.0,4383.0,4.0693,1,0,0,0,0,179
-118.22,33.8,36.0,347.0,1291.0,3.7708,0,0,0,0,1,89
-118.48,34.05,36.0,434.0,751.0,6.7496,1,0,0,0,0,176
-120.6,35.11,17.0,524.0,1292.0,2.2625,1,0,0,0,0,164
-118.22,33.81,38.0,359.0,1345.0,3.3988,0,0,0,0,1,89
-118.31,34.02,41.0,216.0,727.0,1.6667,1,0,0,0,0,91
-122.22,37.78,51.0,463.0,1543.0,2.489,0,0,0,1,0,0
-117.26,34.43,11.0,782.0,2534.0,3.3368,0,1,0,0,0,68
-118.16,33.88,33.0,522.0,1634.0,3.0114,1,0,0,0,0,127
-118.8,34.27,12.0,600.0,1577.0,4.6985,1,0,0,0,0,183
-118.18,33.98,40.0,431.0,1280.0,2.625,1,0,0,0,0,8
-118.3,37.17,22.0,673.0,1541.0,2.75,0,1,0,0,0,202
-117.08,32.74,35.0,253.0,753.0,2.3812,0,0,0,0,1,85
-117.03,32.71,34.0,444.0,1684.0,3.25,0,0,0,0,1,85
-118.07,33.9,39.0,546.0,1849.0,3.8846,1,0,0,0,0,116
-123.02,38.46,52.0,499.0,524.0,2.0556,0,0,0,0,1,178
-118.3,34.25,44.0,285.0,859.0,4.5833,1,0,0,0,0,16
-121.51,38.58,42.0,636.0,1372.0,1.2542,0,1,0,0,0,151
-117.94,33.78,34.0,468.0,1409.0,4.7731,1,0,0,0,0,59
-121.82,38.46,10.0,1181.0,3419.0,3.7083,0,1,0,0,0,42
-118.39,33.88,33.0,387.0,1098.0,7.6685,1,0,0,0,0,94
-117.2,33.29,12.0,1182.0,2778.0,4.0357,1,0,0,0,0,203
-118.2,33.96,37.0,533.0,2021.0,2.9773,1,0,0,0,0,184
-118.39,33.99,32.0,418.0,1030.0,6.603,1,0,0,0,0,37
-119.77,36.73,45.0,241.0,821.0,1.7829,0,1,0,0,0,57
-118.24,34.11,50.0,451.0,1777.0,2.7679,1,0,0,0,0,62
-121.94,38.37,14.0,216.0,574.0,3.2396,0,1,0,0,0,198
-119.49,34.39,17.0,982.0,2303.0,3.9224,0,0,0,0,1,171
-117.96,33.75,14.0,611.0,1814.0,2.7986,1,0,0,0,0,210
-118.3,33.77,18.0,795.0,2831.0,2.9571,1,0,0,0,0,21
-118.66,34.18,25.0,857.0,2519.0,8.3912,1,0,0,0,0,183
-117.07,33.0,4.0,1258.0,2211.0,4.25,1,0,0,0,0,137
-118.33,34.04,31.0,251.0,955.0,2.913,1,0,0,0,0,208
-120.96,37.54,29.0,245.0,747.0,3.4643,0,1,0,0,0,23
-121.14,37.7,29.0,223.0,751.0,3.2391,0,1,0,0,0,95
-117.07,33.12,21.0,927.0,2818.0,3.1458,1,0,0,0,0,49
-118.23,34.11,35.0,971.0,3220.0,3.3389,1,0,0,0,0,62
-121.02,37.09,17.0,270.0,560.0,2.0216,0,1,0,0,0,194
-118.42,34.21,29.0,543.0,1636.0,5.1586,1,0,0,0,0,16
-119.42,35.19,26.0,172.0,483.0,4.15,0,1,0,0,0,6
-118.32,34.09,30.0,766.0,2595.0,2.0044,1,0,0,0,0,208
-118.18,33.95,39.0,579.0,1991.0,2.9094,1,0,0,0,0,184
-121.35,38.56,16.0,370.0,1203.0,5.0622,0,1,0,0,0,151
-120.43,34.88,22.0,381.0,1149.0,5.0113,1,0,0,0,0,175
-117.01,32.8,17.0,210.0,650.0,3.1,1,0,0,0,0,77
-118.64,34.19,33.0,494.0,1423.0,5.6163,1,0,0,0,0,183
-122.41,37.72,35.0,434.0,1225.0,4.8214,0,0,0,1,0,159
-119.62,37.33,7.0,621.0,1268.0,3.0224,0,1,0,0,0,29
-117.29,33.19,18.0,1233.0,4127.0,3.0704,0,0,0,0,1,203
-124.14,40.78,35.0,423.0,982.0,3.4219,0,0,0,0,1,50
-118.28,34.09,49.0,1197.0,2862.0,2.4677,1,0,0,0,0,91
-118.31,34.09,34.0,839.0,2626.0,1.8214,1,0,0,0,0,208
-118.38,34.24,38.0,42.0,63.0,1.3594,1,0,0,0,0,16
-118.35,33.94,38.0,508.0,2188.0,2.6654,1,0,0,0,0,74
-121.8,38.69,8.0,691.0,2118.0,3.7477,0,1,0,0,0,212
-119.61,36.56,34.0,497.0,1886.0,1.625,0,1,0,0,0,57
-118.09,34.08,33.0,344.0,1165.0,3.0357,1,0,0,0,0,149
-121.89,37.35,48.0,439.0,1469.0,2.5673,1,0,0,0,0,161
-118.03,34.06,31.0,389.0,1396.0,2.4706,1,0,0,0,0,47
-121.88,37.33,45.0,371.0,1084.0,2.8594,1,0,0,0,0,161
-122.06,37.34,20.0,593.0,1293.0,6.7578,1,0,0,0,0,38
-118.39,34.01,35.0,918.0,2101.0,3.9688,1,0,0,0,0,37
-119.55,36.37,26.0,339.0,1002.0,3.0375,0,1,0,0,0,64
-120.67,38.19,17.0,611.0,1387.0,2.0417,0,1,0,0,0,87
-117.06,32.59,13.0,775.0,2814.0,4.0616,0,0,0,0,1,72
-116.54,33.79,18.0,1780.0,1678.0,3.9737,0,1,0,0,0,124
-122.26,37.77,52.0,350.0,793.0,2.9732,0,0,0,1,0,0
-121.8,39.33,30.0,192.0,501.0,2.5259,0,1,0,0,0,214
-117.23,32.86,15.0,320.0,587.0,5.0855,0,0,0,0,1,157
-118.37,33.87,23.0,331.0,891.0,6.5755,1,0,0,0,0,84
-120.05,36.95,31.0,254.0,913.0,1.4,0,1,0,0,0,93
-118.12,34.01,40.0,338.0,1068.0,2.4259,1,0,0,0,0,106
-124.14,40.6,27.0,206.0,521.0,4.025,0,0,0,0,1,50
-118.38,33.82,34.0,364.0,750.0,5.9907,0,0,0,0,1,182
-121.99,37.34,26.0,933.0,2249.0,3.9625,1,0,0,0,0,39
-122.11,37.98,11.0,679.0,1790.0,6.135,0,0,0,1,0,97
-122.41,40.58,35.0,385.0,1029.0,2.8512,0,1,0,0,0,140
-122.87,38.61,23.0,521.0,1456.0,3.7361,1,0,0,0,0,178
-122.01,37.55,26.0,532.0,1434.0,3.3008,0,0,0,1,0,56
-117.82,33.65,18.0,302.0,830.0,6.3822,1,0,0,0,0,75
-118.37,33.97,26.0,1729.0,3333.0,2.9646,1,0,0,0,0,74
-122.26,37.82,22.0,1270.0,2024.0,1.2185,0,0,0,1,0,118
-118.0,33.77,28.0,503.0,1155.0,3.5139,1,0,0,0,0,210
-118.28,34.09,52.0,663.0,1480.0,2.3333,1,0,0,0,0,91
-117.39,33.92,25.0,583.0,2327.0,2.3851,0,1,0,0,0,147
-119.03,35.42,38.0,598.0,1491.0,2.6094,0,1,0,0,0,6
-117.92,33.82,36.0,405.0,1479.0,4.3583,1,0,0,0,0,2
-118.52,34.2,19.0,1304.0,2490.0,2.6437,1,0,0,0,0,13
-117.9,33.63,26.0,554.0,1598.0,10.1454,1,0,0,0,0,35
-118.1,33.95,27.0,365.0,995.0,4.5694,1,0,0,0,0,44
-117.08,32.62,16.0,1381.0,3261.0,2.2685,0,0,0,0,1,27
-118.0,34.08,23.0,318.0,1279.0,4.6467,0,1,0,0,0,47
-122.69,38.51,18.0,501.0,1442.0,6.6854,1,0,0,0,0,178
-118.37,33.9,32.0,103.0,177.0,3.3409,1,0,0,0,0,84
-119.29,34.29,33.0,982.0,1835.0,3.5294,0,0,0,0,1,200
-118.18,33.82,43.0,65.0,167.0,4.25,0,0,0,0,1,82
-121.41,36.84,23.0,356.0,1105.0,3.7049,0,1,0,0,0,61
-118.06,33.99,47.0,309.0,827.0,3.7833,1,0,0,0,0,211
-118.04,34.08,35.0,258.0,975.0,4.037,1,0,0,0,0,47
-118.35,34.06,48.0,826.0,1601.0,3.2279,1,0,0,0,0,208
-121.85,37.39,15.0,1547.0,4784.0,5.8322,1,0,0,0,0,101
-122.03,37.39,22.0,933.0,1842.0,4.4107,1,0,0,0,0,188
-121.48,38.58,48.0,744.0,1281.0,1.6277,0,1,0,0,0,151
-121.89,37.69,4.0,1510.0,2649.0,3.62,1,0,0,0,0,134
-120.85,37.57,27.0,157.0,451.0,3.4934,0,1,0,0,0,194
-115.54,32.98,27.0,395.0,1121.0,1.9464,0,1,0,0,0,46
-118.88,34.19,26.0,275.0,842.0,7.7889,1,0,0,0,0,183
-120.55,36.97,42.0,344.0,1084.0,2.3295,0,1,0,0,0,100
-117.1,32.7,42.0,488.0,1505.0,1.5057,0,0,0,0,1,113
-121.64,36.67,28.0,66.0,214.0,3.0197,1,0,0,0,0,152
-118.33,34.09,40.0,687.0,1514.0,1.9911,1,0,0,0,0,208
-121.35,38.09,32.0,292.0,923.0,5.5057,0,1,0,0,0,87
-117.1,32.67,15.0,553.0,1347.0,1.2745,0,0,0,0,1,113
-118.39,34.05,35.0,576.0,1047.0,4.0283,1,0,0,0,0,13
-118.15,34.15,52.0,123.0,273.0,1.1667,1,0,0,0,0,128
-117.76,34.12,16.0,1509.0,3575.0,4.2415,0,1,0,0,0,80
-119.99,37.51,14.0,617.0,1011.0,1.398,0,1,0,0,0,100
-118.4,34.19,30.0,126.0,306.0,4.1125,1,0,0,0,0,16
-117.15,33.16,5.0,962.0,2726.0,3.5839,1,0,0,0,0,165
-117.93,33.84,34.0,298.0,852.0,6.0531,1,0,0,0,0,2
-116.57,33.64,10.0,82.0,183.0,6.2702,0,1,0,0,0,22
-118.06,33.9,37.0,254.0,882.0,4.4167,1,0,0,0,0,116
-122.76,38.44,14.0,797.0,1809.0,3.8244,1,0,0,0,0,178
-117.7,34.08,10.0,454.0,1117.0,3.7802,0,1,0,0,0,105
-123.1,38.79,20.0,712.0,1643.0,2.8344,1,0,0,0,0,178
-117.87,33.75,18.0,255.0,812.0,2.6635,1,0,0,0,0,170
-119.96,38.94,19.0,292.0,585.0,2.2589,0,1,0,0,0,52
-122.41,37.79,52.0,738.0,1688.0,1.5156,0,0,0,1,0,159
-118.52,34.05,45.0,325.0,709.0,4.825,1,0,0,0,0,176
-118.37,33.9,35.0,269.0,707.0,5.6482,1,0,0,0,0,84
-117.15,33.14,15.0,208.0,470.0,2.3062,1,0,0,0,0,165
-121.41,38.59,17.0,3630.0,5692.0,2.5245,0,1,0,0,0,151
-118.0,33.83,24.0,580.0,1217.0,2.2401,1,0,0,0,0,186
-118.28,33.96,39.0,221.0,697.0,1.8472,1,0,0,0,0,71
-121.86,40.77,17.0,639.0,1027.0,2.503,0,1,0,0,0,140
-118.71,34.3,20.0,187.0,699.0,6.5483,1,0,0,0,0,183
-122.08,37.66,33.0,372.0,1063.0,2.5625,0,0,0,1,0,66
-118.45,33.99,52.0,472.0,779.0,3.1607,1,0,0,0,0,176
-122.15,37.71,18.0,1526.0,2441.0,3.1682,0,0,0,1,0,163
-122.07,37.39,19.0,342.0,646.0,4.712,0,0,0,1,0,111
-118.26,34.13,37.0,74.0,194.0,1.2188,1,0,0,0,0,62
-118.47,34.05,27.0,1033.0,1725.0,4.175,1,0,0,0,0,176
